kepid,kepoi_name,koi_disposition,koi_score
8628665,K03434.01,CANDIDATE,1.0000
3945802,K03435.01,FALSE POSITIVE,0.0180
6265665,K03436.01,CONFIRMED,0.9690
5881307,K07746.01,CANDIDATE,0.7080
4645174,K03437.01,CONFIRMED,0.9950
4645174,K03437.02,CANDIDATE,0.9970
8719419,K03506.01,FALSE POSITIVE,0.0000
9028474,K03510.01,FALSE POSITIVE,0.0000
4349442,K01803.02,FALSE POSITIVE,0.0000
6124137,K07764.01,CANDIDATE,0.9910
3644542,K03511.01,FALSE POSITIVE,0.0000
6182849,K03512.01,FALSE POSITIVE,0.0000
9851142,K03513.01,FALSE POSITIVE,0.0000
3442054,K03593.01,FALSE POSITIVE,0.0000
4079530,K03594.01,FALSE POSITIVE,0.0000
6445531,K07779.01,FALSE POSITIVE,0.0000
10677186,K03595.01,FALSE POSITIVE,0.0000
9025914,K03596.01,FALSE POSITIVE,0.0000
9366988,K03597.01,FALSE POSITIVE,0.0030
11657614,K03370.01,CANDIDATE,0.9030
11657614,K03370.02,CONFIRMED,0.9960
5687986,K07735.01,CANDIDATE,0.3180
11125797,K03371.01,CANDIDATE,0.9980
9785921,K03372.01,CONFIRMED,0.9940
3102000,K03373.01,FALSE POSITIVE,0.0000
6599975,K03438.01,CONFIRMED,0.9740
8266276,K01731.02,FALSE POSITIVE,0.0220
5887316,K07747.01,FALSE POSITIVE,0.3620
4282191,K03439.01,CONFIRMED,0.9980
3559860,K03440.01,CONFIRMED,0.1790
10651945,K03441.01,FALSE POSITIVE,0.0000
7117003,K03514.01,FALSE POSITIVE,0.0000
3240159,K03515.01,FALSE POSITIVE,0.0000
6147851,K07766.01,FALSE POSITIVE,0.0010
9658118,K03516.01,FALSE POSITIVE,0.0000
7132542,K03517.01,FALSE POSITIVE,0.0000
8589754,K03518.01,FALSE POSITIVE,0.0000
3757590,K03520.01,FALSE POSITIVE,0.6950
2437149,K03598.01,FALSE POSITIVE,0.0000
9715925,K03599.01,FALSE POSITIVE,0.0000
9529733,K03600.01,FALSE POSITIVE,0.0000
9613070,K03601.01,FALSE POSITIVE,0.0000
9967771,K01875.02,CONFIRMED,1.0000
10845188,K03602.01,FALSE POSITIVE,0.0000
6543893,K01627.03,CANDIDATE,0.9860
5709103,K07736.01,FALSE POSITIVE,0.0000
6705026,K03374.01,CONFIRMED,0.9690
6705026,K03374.02,CANDIDATE,0.9490
6779726,K03375.01,CONFIRMED,0.9990
3098843,K03376.02,FALSE POSITIVE,
5553959,K03377.01,CANDIDATE,1.0000
7288306,K03443.01,CONFIRMED,0.9850
5887393,K07748.01,FALSE POSITIVE,0.0480
5384713,K03444.01,CANDIDATE,1.0000
5384713,K03444.02,CANDIDATE,0.0000
5384713,K03444.03,CANDIDATE,0.9770
11860395,K03445.01,CONFIRMED,0.8610
5456023,K03521.01,FALSE POSITIVE,0.0000
6187888,K07768.01,FALSE POSITIVE,0.0000
9529744,K01806.02,CONFIRMED,0.9710
12021387,K03522.01,FALSE POSITIVE,0.9900
8044608,K03523.01,FALSE POSITIVE,0.0000
8760135,K03524.01,FALSE POSITIVE,0.0000
4073707,K03525.01,FALSE POSITIVE,0.0000
5730394,K03603.01,FALSE POSITIVE,0.0000
6451368,K07780.01,CANDIDATE,0.9930
6956216,K03604.01,FALSE POSITIVE,0.0000
6137704,K03605.01,FALSE POSITIVE,0.0000
10275074,K03606.01,FALSE POSITIVE,0.0000
9110346,K03607.01,FALSE POSITIVE,0.0000
10259301,K03608.01,FALSE POSITIVE,0.0000
2995392,K03379.01,CONFIRMED,0.9900
3120308,K03380.01,FALSE POSITIVE,0.0000
9991621,K03382.01,FALSE POSITIVE,0.0000
8078502,K03383.01,CONFIRMED,0.9160
8644365,K03384.01,CANDIDATE,1.0000
5888187,K07749.01,CANDIDATE,0.6560
2852528,K03446.01,FALSE POSITIVE,0.0000
3348216,K03448.01,CANDIDATE,0.9820
7032421,K01747.02,FALSE POSITIVE,
10798838,K03449.01,FALSE POSITIVE,0.0000
8560940,K03450.01,FALSE POSITIVE,0.0000
10793576,K03451.01,CANDIDATE,1.0000
10292238,K03526.01,FALSE POSITIVE,0.0000
8733497,K03527.01,FALSE POSITIVE,0.0000
4255422,K03528.01,FALSE POSITIVE,0.0000
9837544,K03529.01,FALSE POSITIVE,0.0000
7877824,K03530.01,FALSE POSITIVE,0.0000
6469946,K07781.01,FALSE POSITIVE,0.0000
6947164,K03531.01,FALSE POSITIVE,0.0000
6233903,K03609.01,FALSE POSITIVE,0.0000
7212066,K03610.01,FALSE POSITIVE,0.0000
7212066,K03610.02,FALSE POSITIVE,
7047922,K01899.02,CANDIDATE,0.9860
6675060,K03611.01,FALSE POSITIVE,0.0000
5716508,K07737.01,FALSE POSITIVE,0.0030
10518735,K03612.01,FALSE POSITIVE,0.0000
6975129,K01628.02,CONFIRMED,1.0000
8644365,K03384.02,CONFIRMED,0.9820
9489947,K03385.01,FALSE POSITIVE,0.0000
6960487,K03386.01,FALSE POSITIVE,0.0000
5894182,K07750.01,CANDIDATE,0.3220
6309264,K03387.01,FALSE POSITIVE,0.0000
7021177,K03452.01,FALSE POSITIVE,0.0000
7122259,K03454.01,FALSE POSITIVE,0.0000
6947668,K03455.01,CANDIDATE,1.0000
6364582,K03456.01,CONFIRMED,1.0000
6190535,K07769.01,FALSE POSITIVE,0.0770
9834257,K03457.01,FALSE POSITIVE,0.0000
10290666,K00332.02,CANDIDATE,0.9850
9529744,K01806.03,CONFIRMED,1.0000
10748621,K03532.01,FALSE POSITIVE,0.0000
4824268,K03533.01,FALSE POSITIVE,0.0000
6527016,K07783.01,FALSE POSITIVE,0.0000
6431670,K03534.01,FALSE POSITIVE,0.0000
7376500,K03535.01,FALSE POSITIVE,0.0000
9636559,K03618.01,FALSE POSITIVE,0.0000
8095110,K03619.01,FALSE POSITIVE,0.0000
11499263,K03620.01,FALSE POSITIVE,0.0000
10328393,K01905.02,CONFIRMED,1.0000
9775253,K03621.01,FALSE POSITIVE,0.0000
3858988,K03388.01,FALSE POSITIVE,0.0000
3848966,K03389.01,CANDIDATE,0.9930
10798605,K03390.01,FALSE POSITIVE,0.0000
5895083,K07751.01,FALSE POSITIVE,0.0000
9452897,K03391.01,CANDIDATE,0.9930
9714123,K03392.01,FALSE POSITIVE,0.0000
6118370,K03458.01,CONFIRMED,0.9250
2717158,K03459.01,CONFIRMED,1.0000
6209677,K01750.02,CANDIDATE,0.9990
6198256,K07770.01,FALSE POSITIVE,0.3180
9664276,K03460.01,CANDIDATE,0.9920
2437112,K03461.01,FALSE POSITIVE,0.0000
7987086,K03536.01,FALSE POSITIVE,0.0000
7374746,K03537.01,FALSE POSITIVE,0.0000
8668810,K03538.01,FALSE POSITIVE,0.0000
6519865,K07782.01,FALSE POSITIVE,0.0000
8868907,K03539.01,FALSE POSITIVE,0.0000
3865298,K03540.01,FALSE POSITIVE,
10091110,K03627.01,FALSE POSITIVE,0.0020
10091110,K03627.02,FALSE POSITIVE,0.0000
3542574,K03628.01,FALSE POSITIVE,0.0000
3544694,K03629.01,FALSE POSITIVE,0.0000
11521793,K00352.02,CONFIRMED,0.9980
9085563,K03393.01,CONFIRMED,0.9660
11337372,K01650.02,CONFIRMED,1.0000
7748487,K03394.01,CANDIDATE,0.9970
3219037,K03395.01,CANDIDATE,1.0000
5952448,K07753.01,FALSE POSITIVE,0.0000
5710069,K03396.01,CANDIDATE,0.9510
9967009,K03462.01,CANDIDATE,0.8420
9967009,K03462.02,CANDIDATE,0.9000
11874338,K03464.01,FALSE POSITIVE,0.0000
9763612,K03465.01,CONFIRMED,0.0000
6199716,K07771.01,FALSE POSITIVE,0.0000
9468384,K03466.01,FALSE POSITIVE,0.0000
8868364,K03541.01,FALSE POSITIVE,0.4500
10092312,K01823.02,FALSE POSITIVE,0.0000
3964545,K03542.01,FALSE POSITIVE,0.0000
9656397,K03543.01,FALSE POSITIVE,0.0000
5444491,K07727.01,FALSE POSITIVE,0.0000
3735629,K03544.01,FALSE POSITIVE,0.0000
8244173,K03545.01,FALSE POSITIVE,0.0000
6546508,K03613.01,FALSE POSITIVE,0.0000
9886224,K03614.01,FALSE POSITIVE,0.0120
3735634,K03615.01,FALSE POSITIVE,0.0000
5730380,K07738.01,FALSE POSITIVE,0.0000
6058875,K03616.01,FALSE POSITIVE,0.0000
10735564,K03617.01,FALSE POSITIVE,0.0000
6200810,K03397.01,CANDIDATE,0.9690
3561464,K03398.01,CONFIRMED,0.0020
3561464,K03398.02,CONFIRMED,0.9960
5962509,K07754.01,FALSE POSITIVE,0.0000
3561464,K03398.03,CANDIDATE,0.9940
6359802,K03399.01,FALSE POSITIVE,0.0000
7121885,K03467.01,FALSE POSITIVE,0.0000
5213404,K03468.01,CONFIRMED,0.9990
4844470,K03469.01,CANDIDATE,0.9550
6205566,K07772.01,FALSE POSITIVE,0.0000
11551692,K01781.03,CONFIRMED,0.9670
9995771,K03470.01,CANDIDATE,0.7330
7287391,K03546.01,FALSE POSITIVE,0.0000
6756202,K03547.01,FALSE POSITIVE,0.0000
10215869,K03548.01,FALSE POSITIVE,0.0000
5456319,K07728.01,FALSE POSITIVE,0.0000
2307206,K03549.01,FALSE POSITIVE,0.0000
7025540,K03550.01,FALSE POSITIVE,0.0000
7620844,K03551.01,FALSE POSITIVE,0.0000
6677267,K03622.01,FALSE POSITIVE,0.0000
7732791,K03623.01,FALSE POSITIVE,0.0000
5736801,K07739.01,FALSE POSITIVE,0.0000
8177798,K03624.01,FALSE POSITIVE,0.0000
10489521,K03625.01,FALSE POSITIVE,0.0000
12643582,K03626.01,FALSE POSITIVE,0.0000
9328641,K03400.01,FALSE POSITIVE,0.0000
9966219,K03401.01,CANDIDATE,0.9960
5991070,K07756.01,FALSE POSITIVE,0.4240
5531953,K01681.02,CONFIRMED,0.3290
3757778,K03402.01,FALSE POSITIVE,0.0000
11754430,K03403.01,CONFIRMED,0.8490
9995771,K03470.02,CONFIRMED,1.0000
11875511,K03471.01,FALSE POSITIVE,0.0000
6231721,K07773.01,CANDIDATE,0.9500
9536108,K03472.01,CANDIDATE,0.9720
8905246,K03473.01,CANDIDATE,1.0000
5213230,K03474.01,CONFIRMED,0.9780
3326377,K01830.02,CONFIRMED,1.0000
6233466,K03552.01,FALSE POSITIVE,0.0000
5460434,K07729.01,CANDIDATE,0.0000
11249624,K03553.01,FALSE POSITIVE,0.0000
6426592,K03554.01,FALSE POSITIVE,0.5220
8491745,K03555.01,FALSE POSITIVE,0.0000
3970117,K03556.01,FALSE POSITIVE,0.0000
11147814,K03334.01,FALSE POSITIVE,0.0000
10922659,K03335.01,CONFIRMED,0.9700
8892720,K03336.01,FALSE POSITIVE,0.0000
6021275,K00284.04,CONFIRMED,0.8440
7869917,K01525.02,CONFIRMED,0.9810
11754430,K03403.02,CONFIRMED,1.0000
6032920,K07757.01,FALSE POSITIVE,0.4690
8409295,K03404.01,CONFIRMED,0.9930
7131760,K03407.01,CONFIRMED,0.9430
11922778,K03408.01,CANDIDATE,0.8640
9468382,K03409.01,FALSE POSITIVE,0.0000
6145201,K03475.01,FALSE POSITIVE,
5986209,K03476.01,FALSE POSITIVE,0.0000
9226339,K03477.01,FALSE POSITIVE,0.0000
6525209,K03479.01,FALSE POSITIVE,0.0000
2975770,K01788.02,CANDIDATE,0.0000
5534965,K03557.01,FALSE POSITIVE,0.0000
5512513,K07730.01,FALSE POSITIVE,0.0900
9965206,K03558.01,FALSE POSITIVE,0.0000
4247023,K03559.01,FALSE POSITIVE,
4848423,K03560.01,FALSE POSITIVE,0.0000
11403216,K03561.01,FALSE POSITIVE,0.0000
11853878,K01833.02,CONFIRMED,1.0000
5774375,K07740.01,FALSE POSITIVE,0.0000
7692093,K03337.01,CANDIDATE,0.9710
8263752,K03338.01,FALSE POSITIVE,0.0000
8263752,K03338.02,FALSE POSITIVE,0.0000
7772914,K03339.01,CANDIDATE,0.9990
3529290,K03340.01,CANDIDATE,0.9740
3529290,K03340.02,CANDIDATE,0.9990
9285265,K03410.01,CONFIRMED,0.9890
6025124,K03411.01,CANDIDATE,0.0000
5780930,K03412.01,CONFIRMED,1.0000
5531953,K01681.03,CANDIDATE,0.9440
4164393,K03413.01,FALSE POSITIVE,0.0000
6277410,K07774.01,CANDIDATE,0.8510
9843517,K03480.01,CANDIDATE,0.9960
8812045,K03481.01,CANDIDATE,0.9990
7288444,K03482.01,CONFIRMED,0.7190
3101923,K03483.01,CANDIDATE,0.7710
10881457,K03484.01,CONFIRMED,0.9660
5513861,K07731.01,FALSE POSITIVE,0.0000
9948002,K03562.01,FALSE POSITIVE,0.0000
5264304,K03563.01,FALSE POSITIVE,0.0000
10960995,K03564.01,FALSE POSITIVE,0.0000
9592575,K03565.01,FALSE POSITIVE,0.0000
7898576,K03566.01,FALSE POSITIVE,0.0000
5806800,K07741.01,FALSE POSITIVE,0.0000
11671429,K03567.01,FALSE POSITIVE,0.0000
5621333,K03341.01,CANDIDATE,0.9850
5621333,K03341.02,CANDIDATE,0.9370
5392897,K03342.01,FALSE POSITIVE,0.0000
3236705,K03343.01,CANDIDATE,0.8640
5282049,K01545.02,FALSE POSITIVE,0.0000
11810124,K03344.01,CONFIRMED,0.9990
6023859,K03414.01,FALSE POSITIVE,0.0000
3433668,K03415.01,CONFIRMED,1.0000
2849140,K03416.01,CANDIDATE,0.8930
7503885,K03417.01,CONFIRMED,1.0000
3629330,K03418.01,CONFIRMED,0.6700
5471289,K03485.01,FALSE POSITIVE,0.0000
8121328,K03486.01,CANDIDATE,1.0000
9783760,K03487.01,FALSE POSITIVE,0.0000
9528430,K03489.01,FALSE POSITIVE,0.0000
5529552,K07732.01,FALSE POSITIVE,0.0000
8882847,K03490.01,FALSE POSITIVE,0.0000
9773869,K03568.01,FALSE POSITIVE,0.0000
6707942,K03569.01,FALSE POSITIVE,0.0000
5023948,K03570.01,FALSE POSITIVE,0.0000
5113053,K03571.01,FALSE POSITIVE,0.0000
5817957,K07742.01,FALSE POSITIVE,0.0000
11853878,K01833.03,CONFIRMED,0.9990
4743508,K03572.01,FALSE POSITIVE,0.6920
11810124,K03344.02,CONFIRMED,0.9720
11303322,K03345.01,CONFIRMED,1.0000
11241912,K03346.01,CONFIRMED,0.9990
6043538,K07759.01,CANDIDATE,0.9960
8824737,K03347.01,CONFIRMED,0.9600
9349757,K03348.01,CONFIRMED,0.9400
11519134,K03419.01,FALSE POSITIVE,0.0000
7289338,K03420.02,CANDIDATE,0.9690
5004909,K03421.01,CANDIDATE,0.1350
6278670,K07775.01,CANDIDATE,0.5710
5898983,K03422.01,CANDIDATE,0.3650
7703955,K01707.02,CONFIRMED,0.9950
8552719,K01792.02,FALSE POSITIVE,0.0000
12164634,K03491.01,FALSE POSITIVE,0.0000
5193077,K03492.01,FALSE POSITIVE,0.0000
5617259,K07733.01,CANDIDATE,0.1390
8880123,K03493.01,CONFIRMED,0.9980
9474756,K03495.01,CANDIDATE,0.9240
10068919,K03573.01,FALSE POSITIVE,0.0000
7353970,K03574.01,FALSE POSITIVE,0.0000
12316447,K03575.01,FALSE POSITIVE,0.0000
5823557,K07743.01,FALSE POSITIVE,0.0000
10491554,K03576.01,FALSE POSITIVE,0.0000
9785454,K03577.01,FALSE POSITIVE,0.0000
8636333,K03349.01,CONFIRMED,0.9670
7136958,K03350.01,FALSE POSITIVE,0.0000
1995732,K03351.01,FALSE POSITIVE,0.0000
6069674,K07761.01,FALSE POSITIVE,0.2530
8081239,K03352.01,CONFIRMED,0.9980
5308663,K01562.02,CANDIDATE,0.7760
3745559,K03423.01,CONFIRMED,1.0000
8356054,K03424.01,FALSE POSITIVE,0.0000
9117416,K03425.01,CONFIRMED,0.9950
6356400,K07776.01,CANDIDATE,0.7400
9117416,K03425.02,CONFIRMED,0.9530
5900235,K03426.01,CANDIDATE,0.3930
9474756,K03495.02,CANDIDATE,0.9050
7517261,K03496.01,CONFIRMED,0.9970
7517261,K03496.02,CANDIDATE,0.9940
5653795,K07734.01,FALSE POSITIVE,0.2300
8424002,K03497.01,CONFIRMED,1.0000
8635938,K03498.01,FALSE POSITIVE,0.0000
10464666,K03578.01,FALSE POSITIVE,0.0000
5024292,K03579.01,FALSE POSITIVE,0.0000
4659255,K03580.01,FALSE POSITIVE,0.0000
8263746,K03581.01,FALSE POSITIVE,0.0000
5877292,K07744.01,CANDIDATE,0.5920
10657406,K01837.02,CONFIRMED,1.0000
3428468,K03582.01,FALSE POSITIVE,0.0000
7091432,K03353.01,CONFIRMED,1.0000
9845909,K03354.01,CANDIDATE,0.9370
9221528,K03355.01,CANDIDATE,0.9990
6106046,K07762.01,CANDIDATE,0.9770
6368230,K03356.01,CONFIRMED,0.9960
7115291,K03357.01,FALSE POSITIVE,0.0000
9907505,K03427.01,FALSE POSITIVE,0.0000
9027909,K03428.01,CONFIRMED,0.9880
9230021,K03429.01,CANDIDATE,0.8920
6369845,K07777.01,FALSE POSITIVE,0.0000
9230021,K03429.02,CONFIRMED,0.9930
9230021,K03429.03,FALSE POSITIVE,
3662838,K00302.02,FALSE POSITIVE,
5471688,K03499.01,FALSE POSITIVE,0.0000
8552719,K01792.03,CONFIRMED,0.9910
5471688,K03499.02,FALSE POSITIVE,
6058816,K03500.01,CONFIRMED,0.9300
6058816,K03500.02,CANDIDATE,0.9790
5130740,K03583.01,FALSE POSITIVE,0.0000
9892471,K03584.01,FALSE POSITIVE,0.0000
2019076,K03585.01,FALSE POSITIVE,0.0000
5879448,K07745.01,FALSE POSITIVE,0.0000
7376490,K03586.01,FALSE POSITIVE,0.0000
11968513,K03587.01,FALSE POSITIVE,0.0000
4263529,K03358.01,CANDIDATE,1.0000
7866921,K03360.01,FALSE POSITIVE,0.0000
6619815,K03361.01,CONFIRMED,0.4840
6113752,K07763.01,FALSE POSITIVE,0.1980
3098197,K03362.01,FALSE POSITIVE,0.0000
11651712,K03363.01,CONFIRMED,0.9970
9896558,K01718.02,CONFIRMED,0.9920
7697103,K03430.01,CANDIDATE,0.7290
9267996,K03431.01,CANDIDATE,0.0000
7045605,K07808.01,FALSE POSITIVE,0.1690
8738775,K03432.01,CONFIRMED,0.9960
7093401,K03433.01,CANDIDATE,0.9990
7877818,K03816.01,FALSE POSITIVE,0.0000
5636642,K03817.01,FALSE POSITIVE,0.0000
6515722,K03818.01,FALSE POSITIVE,0.0000
6679504,K07788.01,FALSE POSITIVE,0.0200
5560831,K03819.01,FALSE POSITIVE,0.0000
5305404,K03820.01,FALSE POSITIVE,0.0000
3728432,K03893.01,CONFIRMED,1.0000
6696580,K02092.03,CONFIRMED,0.7830
5473535,K03894.01,FALSE POSITIVE,0.0000
12106934,K03895.01,FALSE POSITIVE,0.0000
6222898,K03896.01,FALSE POSITIVE,0.0000
3955866,K03897.01,FALSE POSITIVE,
11200767,K03667.01,FALSE POSITIVE,0.0000
9892816,K01955.03,CONFIRMED,1.0000
8589731,K03668.01,FALSE POSITIVE,0.0000
4356766,K03669.01,FALSE POSITIVE,0.0070
2167890,K03670.01,FALSE POSITIVE,0.0000
5384079,K02011.02,CONFIRMED,0.9470
4935914,K03743.01,FALSE POSITIVE,0.0000
11303811,K03744.01,FALSE POSITIVE,0.0000
2437783,K03745.01,FALSE POSITIVE,0.0000
12062660,K03746.01,FALSE POSITIVE,0.0000
9777087,K03747.01,FALSE POSITIVE,0.0000
5956776,K03821.01,FALSE POSITIVE,0.0000
8883727,K03822.01,FALSE POSITIVE,0.0000
4820550,K03823.01,CANDIDATE,1.0000
6516874,K03824.01,FALSE POSITIVE,0.0000
11709124,K00435.03,CONFIRMED,0.8840
9161118,K03898.01,FALSE POSITIVE,0.0000
3556229,K03899.01,FALSE POSITIVE,0.0000
11911580,K03900.01,FALSE POSITIVE,0.0000
9480535,K03901.01,CONFIRMED,0.9980
10583225,K03902.01,FALSE POSITIVE,0.0000
5215251,K03903.01,FALSE POSITIVE,0.0000
10383696,K03671.01,FALSE POSITIVE,0.0000
9777090,K03672.01,FALSE POSITIVE,0.0000
11455484,K03673.01,FALSE POSITIVE,0.0000
2446623,K03674.01,FALSE POSITIVE,0.0000
9596089,K03675.01,FALSE POSITIVE,0.0000
5738506,K03676.01,FALSE POSITIVE,0.0000
9777087,K03747.02,FALSE POSITIVE,
4247807,K03748.01,FALSE POSITIVE,0.0000
11547869,K03749.01,CANDIDATE,0.0000
7700590,K03750.01,FALSE POSITIVE,0.0000
9053086,K03751.01,FALSE POSITIVE,0.0000
3128552,K02055.02,CONFIRMED,0.9860
5467113,K03825.01,FALSE POSITIVE,0.0000
8240123,K03826.01,FALSE POSITIVE,0.0000
5114623,K03827.01,FALSE POSITIVE,
5114623,K03827.02,FALSE POSITIVE,
10031907,K03828.01,FALSE POSITIVE,0.0000
6525946,K02093.02,CANDIDATE,0.9800
5480736,K03904.01,FALSE POSITIVE,0.0000
8487748,K03905.01,FALSE POSITIVE,0.0000
9892856,K03906.01,FALSE POSITIVE,0.0000
7137213,K03907.01,FALSE POSITIVE,1.0000
6795089,K07792.01,FALSE POSITIVE,0.1330
3340313,K03677.01,FALSE POSITIVE,0.0000
9892816,K01955.04,CONFIRMED,0.9930
4150804,K03678.01,CONFIRMED,1.0000
5021174,K03679.01,FALSE POSITIVE,0.0000
9025971,K03680.01,CONFIRMED,0.9990
2581316,K03681.01,CONFIRMED,0.8600
9973109,K02018.02,CANDIDATE,0.9950
6314185,K03752.01,FALSE POSITIVE,0.0000
8620561,K03753.01,FALSE POSITIVE,0.0000
8937019,K03754.01,FALSE POSITIVE,0.0000
9896435,K03755.01,FALSE POSITIVE,0.0000
10352938,K03756.01,FALSE POSITIVE,0.0000
10676927,K03830.01,FALSE POSITIVE,0.0000
5649836,K03831.01,FALSE POSITIVE,0.0000
7620660,K03832.01,FALSE POSITIVE,0.0000
3836399,K03834.01,FALSE POSITIVE,0.0000
2581554,K03835.01,CONFIRMED,0.9950
3128552,K02055.03,CONFIRMED,1.0000
10363115,K03908.01,CONFIRMED,0.6180
5966810,K03909.01,CANDIDATE,0.9700
10491062,K03910.01,FALSE POSITIVE,0.0000
9761615,K03911.01,CONFIRMED,1.0000
4058881,K03912.01,FALSE POSITIVE,0.0010
6863158,K07793.01,CANDIDATE,0.6020
2581316,K03681.02,CONFIRMED,0.9940
8621353,K03682.01,FALSE POSITIVE,0.0000
10795103,K03683.01,CONFIRMED,1.0000
9394601,K03684.01,FALSE POSITIVE,0.0270
8494410,K03685.01,FALSE POSITIVE,0.0000
8494410,K03685.02,CONFIRMED,1.0000
6863161,K03757.01,FALSE POSITIVE,0.0000
7840035,K03758.01,FALSE POSITIVE,0.0000
8543279,K03759.01,FALSE POSITIVE,0.0000
8047283,K03760.01,FALSE POSITIVE,0.0000
8308347,K03761.01,CANDIDATE,0.0000
7090867,K07810.01,FALSE POSITIVE,0.0000
7612691,K03836.01,FALSE POSITIVE,0.0000
9761573,K03837.01,FALSE POSITIVE,0.0000
8042789,K03838.01,FALSE POSITIVE,0.0000
10095484,K03839.01,FALSE POSITIVE,0.0000
5467102,K03840.01,FALSE POSITIVE,0.0000
6780367,K07789.01,FALSE POSITIVE,0.3580
10281221,K03913.01,CANDIDATE,1.0000
6525946,K02093.03,CANDIDATE,0.9940
5471496,K03914.01,FALSE POSITIVE,0.0000
4544620,K03915.01,FALSE POSITIVE,0.0000
5784777,K03916.01,CONFIRMED,1.0000
6863187,K07794.01,FALSE POSITIVE,0.0000
6949061,K01960.02,CONFIRMED,0.9920
9719636,K03686.01,FALSE POSITIVE,0.0150
2452440,K03687.01,FALSE POSITIVE,0.0000
5020034,K03688.01,FALSE POSITIVE,0.0000
7017372,K03689.01,CANDIDATE,1.0000
6974867,K07800.01,FALSE POSITIVE,0.0000
7102316,K02028.03,CONFIRMED,0.9850
11518142,K03762.01,CONFIRMED,0.9990
3114667,K03763.01,FALSE POSITIVE,0.0000
12109845,K03765.01,FALSE POSITIVE,0.0000
3954227,K03766.01,FALSE POSITIVE,
8651551,K03841.01,FALSE POSITIVE,0.0000
7115550,K07811.01,FALSE POSITIVE,0.0000
9532637,K03842.01,FALSE POSITIVE,0.0000
5305451,K03843.01,FALSE POSITIVE,0.0000
7174349,K03844.01,FALSE POSITIVE,0.0000
11824218,K03845.01,FALSE POSITIVE,0.0000
3128552,K02055.04,CANDIDATE,
10788461,K03925.01,CONFIRMED,1.0000
10788461,K03925.02,CONFIRMED,1.0000
10788461,K03925.03,CONFIRMED,0.9990
11667548,K03926.01,FALSE POSITIVE,0.0000
8868649,K03927.01,FALSE POSITIVE,0.0000
9715939,K03690.01,FALSE POSITIVE,0.0000
6887030,K07795.01,CANDIDATE,1.0000
4751083,K03691.01,FALSE POSITIVE,0.0000
4751083,K03691.02,FALSE POSITIVE,
5903301,K03692.01,FALSE POSITIVE,0.8130
7695087,K03693.01,FALSE POSITIVE,0.0000
6200709,K03694.01,FALSE POSITIVE,0.0240
8323764,K03767.01,CANDIDATE,0.0000
7013923,K07801.01,FALSE POSITIVE,0.0000
5360082,K03768.01,FALSE POSITIVE,0.0000
6543683,K03769.01,FALSE POSITIVE,0.0000
5008245,K03770.01,CANDIDATE,1.0000
10555365,K03771.01,FALSE POSITIVE,1.0000
5481426,K03772.01,FALSE POSITIVE,0.0000
7983756,K03846.01,FALSE POSITIVE,0.0000
7289165,K03847.01,FALSE POSITIVE,0.0000
12784167,K03848.01,CONFIRMED,1.0000
8949316,K03849.01,FALSE POSITIVE,0.9550
8912730,K03850.01,FALSE POSITIVE,0.0000
9784230,K03851.01,FALSE POSITIVE,0.0000
11466960,K03917.01,FALSE POSITIVE,0.0000
3124420,K03918.01,FALSE POSITIVE,0.0000
4649440,K03919.01,FALSE POSITIVE,0.0000
2437488,K03920.01,FALSE POSITIVE,0.0000
10083623,K03921.01,FALSE POSITIVE,0.0000
11253711,K01972.02,CONFIRMED,1.0000
8043052,K03695.01,FALSE POSITIVE,0.0000
5435816,K03696.01,FALSE POSITIVE,0.0000
8559589,K03697.01,FALSE POSITIVE,0.0000
4372765,K03698.01,FALSE POSITIVE,0.0000
9489524,K02029.03,CONFIRMED,0.9990
10268903,K03773.01,FALSE POSITIVE,0.0000
7017437,K07802.01,FALSE POSITIVE,0.1130
7220320,K03775.01,FALSE POSITIVE,0.0000
9291378,K03776.01,FALSE POSITIVE,0.0000
4075067,K03777.01,CANDIDATE,0.0000
4949524,K03852.01,FALSE POSITIVE,0.0000
2697935,K03853.01,FALSE POSITIVE,0.0000
6531143,K07784.01,FALSE POSITIVE,0.0020
3550434,K03854.01,FALSE POSITIVE,0.0000
2558370,K03855.01,FALSE POSITIVE,0.0000
12301181,K02059.02,CANDIDATE,0.6910
5397166,K03856.01,FALSE POSITIVE,0.9980
7024530,K03922.01,FALSE POSITIVE,0.0000
5015459,K03923.01,FALSE POSITIVE,0.0000
11709124,K00435.04,CONFIRMED,1.0000
8505920,K02094.02,CONFIRMED,0.9980
1433980,K03924.01,FALSE POSITIVE,0.0000
2438490,K03699.01,FALSE POSITIVE,0.0090
3838496,K03700.01,FALSE POSITIVE,0.0000
6470521,K03701.01,FALSE POSITIVE,0.0000
2449090,K03702.01,FALSE POSITIVE,0.0000
5652260,K03703.01,FALSE POSITIVE,0.0000
2569494,K03704.01,FALSE POSITIVE,0.0000
12405950,K03778.01,FALSE POSITIVE,0.0000
5206233,K03779.01,FALSE POSITIVE,0.0000
7031066,K07803.01,FALSE POSITIVE,0.0000
6775985,K03780.01,FALSE POSITIVE,0.0000
11357192,K03782.01,FALSE POSITIVE,0.0000
9533489,K03783.01,FALSE POSITIVE,0.5210
11825057,K03857.01,FALSE POSITIVE,0.0000
12306699,K03858.01,FALSE POSITIVE,0.0000
9692336,K03859.01,FALSE POSITIVE,0.0000
9641008,K03860.01,FALSE POSITIVE,0.0000
