kepid,kepoi_name,koi_disposition,koi_score
5706595,K02183.01,CONFIRMED,1.0000
5706595,K02183.02,CONFIRMED,1.0000
10489345,K02266.01,CONFIRMED,1.0000
11774303,K02269.01,FALSE POSITIVE,0.0000
10329469,K02271.01,CONFIRMED,0.9980
9654875,K02272.01,CANDIDATE,0.0360
9717943,K02273.01,CONFIRMED,0.9990
8026752,K00240.01,CONFIRMED,0.0070
1872821,K02351.01,CONFIRMED,1.0000
8013439,K02352.01,CONFIRMED,1.0000
8013439,K02352.02,CONFIRMED,1.0000
8013439,K02352.03,CONFIRMED,1.0000
7207061,K02113.02,CONFIRMED,1.0000
6921944,K02114.01,CONFIRMED,1.0000
9532052,K02115.01,CONFIRMED,0.9990
8164012,K02116.01,CONFIRMED,1.0000
4140813,K02117.01,CONFIRMED,1.0000
8611781,K02185.01,CONFIRMED,0.9780
3097926,K02186.01,CANDIDATE,1.0000
10518424,K02188.02,CANDIDATE,
5730445,K02189.01,CANDIDATE,0.9750
5601258,K02191.01,CONFIRMED,1.0000
7960980,K02274.01,CONFIRMED,0.9990
8107225,K00235.01,CONFIRMED,1.0000
3458028,K02276.01,CONFIRMED,1.0000
3342794,K02278.01,CONFIRMED,0.9970
3342794,K02278.02,CONFIRMED,0.9910
5716932,K02358.01,CONFIRMED,0.9730
11288051,K00241.01,CONFIRMED,1.0000
7515670,K02360.01,FALSE POSITIVE,0.0060
11566256,K02361.01,CONFIRMED,1.0000
8495415,K02362.02,CONFIRMED,0.9970
4055304,K02119.01,CONFIRMED,1.0000
4857213,K02120.01,CONFIRMED,1.0000
9415108,K02121.01,CONFIRMED,0.0000
4262581,K02122.01,CONFIRMED,1.0000
8591693,K02123.01,CONFIRMED,1.0000
4833421,K00232.01,CONFIRMED,1.0000
8282651,K02193.01,CONFIRMED,1.0000
3548044,K02194.01,CONFIRMED,0.9910
11401767,K02195.01,CONFIRMED,0.9980
10909127,K02200.01,CONFIRMED,1.0000
3661886,K02279.01,CONFIRMED,1.0000
3661886,K02279.02,CONFIRMED,0.9980
2439243,K02280.01,CONFIRMED,1.0000
9221517,K02281.01,CONFIRMED,0.9950
6751874,K02282.01,CONFIRMED,1.0000
10863608,K02368.01,CONFIRMED,0.9990
5602588,K02369.01,CONFIRMED,1.0000
11288051,K00241.02,CONFIRMED,0.9820
5602588,K02369.02,CANDIDATE,
5385304,K02370.01,CANDIDATE,0.9840
5547480,K00224.01,FALSE POSITIVE,0.0000
11462341,K02124.01,CANDIDATE,0.9920
9405595,K02125.01,CONFIRMED,1.0000
3546060,K02126.01,CONFIRMED,1.0000
7019489,K02128.01,FALSE POSITIVE,0.0000
2141783,K02201.01,FALSE POSITIVE,0.0000
4144576,K02202.01,CONFIRMED,1.0000
8494542,K02204.01,CONFIRMED,0.9890
9992325,K02205.01,CONFIRMED,1.0000
11073656,K02206.01,CANDIDATE,0.9990
10206675,K02283.01,FALSE POSITIVE,0.0000
9945370,K02285.01,CONFIRMED,1.0000
3832716,K00027.01,FALSE POSITIVE,0.0000
8453211,K00236.01,FALSE POSITIVE,0.0000
8973129,K02286.01,CONFIRMED,1.0000
12505654,K02353.01,CONFIRMED,1.0000
7215678,K02354.01,CANDIDATE,1.0000
11670125,K02355.01,CONFIRMED,1.0000
11461844,K02356.01,CONFIRMED,0.9970
7449554,K02357.01,CANDIDATE,0.9990
9351920,K02129.01,CONFIRMED,1.0000
2161536,K02130.01,CONFIRMED,1.0000
10549023,K02131.01,CONFIRMED,1.0000
9661979,K02132.01,CONFIRMED,0.9990
8219268,K02133.01,CONFIRMED,0.0590
10531955,K02208.01,CONFIRMED,1.0000
4833421,K00232.02,CONFIRMED,1.0000
8168187,K02209.01,CONFIRMED,0.9880
4142847,K02210.01,CONFIRMED,0.9990
10203349,K02212.01,CONFIRMED,1.0000
9718066,K02287.01,CONFIRMED,0.1990
3440978,K02288.01,CANDIDATE,0.9970
3867615,K02289.01,CONFIRMED,0.9440
12121570,K02290.01,CONFIRMED,0.9700
8410415,K02291.01,CONFIRMED,0.9850
7987866,K02363.01,CONFIRMED,0.9990
9532710,K02364.01,CANDIDATE,0.3050
11560897,K02365.01,CONFIRMED,0.9980
11342416,K02366.01,CONFIRMED,0.9980
9086251,K02367.01,CONFIRMED,0.9990
4254466,K02134.01,CONFIRMED,0.9120
5801571,K00225.01,FALSE POSITIVE,0.0000
9904006,K02135.01,CONFIRMED,0.9790
5288570,K02136.01,FALSE POSITIVE,0.0000
9364609,K02137.01,CONFIRMED,0.9970
7457296,K02213.01,CONFIRMED,1.0000
10328458,K02214.01,CONFIRMED,0.9940
7050060,K02215.01,FALSE POSITIVE,0.0000
4248120,K02216.01,CONFIRMED,1.0000
9580992,K02217.01,CANDIDATE,1.0000
8321314,K02293.01,CONFIRMED,1.0000
6934986,K02294.01,CANDIDATE,0.9700
4049901,K02295.01,CANDIDATE,0.9610
11498128,K02296.01,CONFIRMED,0.9900
8041216,K00237.01,CONFIRMED,1.0000
11824786,K02371.01,CONFIRMED,0.9960
12254909,K02372.01,CONFIRMED,0.9970
10798331,K02373.01,CANDIDATE,0.9900
9364290,K02374.01,CONFIRMED,0.9940
9364290,K02374.02,CONFIRMED,0.9980
5022828,K02138.01,CONFIRMED,0.9950
8233702,K02140.01,CONFIRMED,1.0000
11403339,K02143.01,CONFIRMED,0.9990
8260902,K02144.01,CONFIRMED,0.9910
8381204,K02145.01,CONFIRMED,1.0000
12058204,K02218.01,CONFIRMED,1.0000
12058204,K02218.02,CONFIRMED,0.9830
4833421,K00232.03,CONFIRMED,1.0000
5357545,K02219.01,CONFIRMED,0.9950
6871071,K02220.01,CONFIRMED,1.0000
5342473,K02297.01,CONFIRMED,1.0000
9334893,K02298.01,CANDIDATE,0.9000
9963265,K02299.01,CONFIRMED,1.0000
10583761,K02300.01,CONFIRMED,0.9920
7542813,K02302.01,CONFIRMED,0.9820
12058147,K02072.01,CONFIRMED,1.0000
8164257,K02073.01,CONFIRMED,0.9930
8164257,K02073.02,CONFIRMED,1.0000
8164257,K02073.03,CONFIRMED,0.9990
10593759,K00025.01,FALSE POSITIVE,0.0000
6774537,K02146.01,CONFIRMED,1.0000
10404582,K02147.01,CONFIRMED,1.0000
5959753,K00226.01,CONFIRMED,1.0000
6021193,K02148.01,CONFIRMED,1.0000
6021193,K02148.02,CONFIRMED,1.0000
6871071,K02220.02,CONFIRMED,0.9950
6871071,K02220.03,CONFIRMED,1.0000
6287313,K02221.01,CONFIRMED,0.9950
9289704,K02222.01,CANDIDATE,0.9870
9278725,K02223.01,CONFIRMED,1.0000
4458082,K02303.01,CONFIRMED,1.0000
8042453,K02304.01,CONFIRMED,0.9990
10874215,K02305.01,CONFIRMED,0.9950
6666233,K02306.01,FALSE POSITIVE,0.0000
7661065,K02307.01,FALSE POSITIVE,1.0000
3937519,K00221.02,CONFIRMED,1.0000
8866137,K02074.01,CONFIRMED,1.0000
10857519,K02075.01,CONFIRMED,0.9990
9517393,K02076.01,CONFIRMED,0.9920
9351316,K02078.01,CONFIRMED,1.0000
6021193,K02148.03,CONFIRMED,0.7490
10617017,K02149.01,CONFIRMED,0.9890
3229150,K02150.01,CONFIRMED,0.9990
7989422,K02151.01,FALSE POSITIVE,0.0000
9641481,K02152.01,CONFIRMED,0.9990
8892157,K02224.01,CONFIRMED,0.9990
8892157,K02224.02,CANDIDATE,
11569782,K02225.01,CONFIRMED,0.9980
4833421,K00232.04,CONFIRMED,1.0000
11520459,K02226.01,CANDIDATE,1.0000
7219825,K00238.01,CONFIRMED,1.0000
3749978,K02308.01,CONFIRMED,1.0000
10010440,K02309.01,CONFIRMED,0.9710
11718144,K02310.01,CONFIRMED,1.0000
4247991,K02311.01,CANDIDATE,
4247991,K02311.02,CANDIDATE,
10026544,K02312.01,CANDIDATE,
9473078,K02079.01,CONFIRMED,0.9970
10864531,K02080.01,CONFIRMED,0.5260
10864531,K02080.02,CONFIRMED,1.0000
2853780,K02081.01,CANDIDATE,0.8810
9472000,K02082.01,CONFIRMED,0.9970
10253547,K02153.01,CONFIRMED,0.8590
10253547,K02153.02,CONFIRMED,0.9950
12505076,K02154.01,CONFIRMED,1.0000
6185476,K00227.01,CANDIDATE,
12116380,K02155.01,CONFIRMED,1.0000
2556650,K02156.01,CONFIRMED,1.0000
10600955,K02227.01,CONFIRMED,0.4850
10801100,K02228.01,FALSE POSITIVE,0.0000
4473226,K02229.01,CONFIRMED,1.0000
8914779,K02230.01,FALSE POSITIVE,0.0010
2854181,K02232.01,CONFIRMED,1.0000
8963721,K02233.01,FALSE POSITIVE,0.0000
10132832,K02313.01,CONFIRMED,1.0000
3219995,K02314.01,CONFIRMED,1.0000
6062929,K02315.01,CONFIRMED,0.9940
7504778,K02316.01,CONFIRMED,1.0000
7219825,K00238.02,CONFIRMED,0.9930
7097965,K02083.01,CONFIRMED,1.0000
4249725,K00222.01,CONFIRMED,1.0000
3967326,K02084.01,CONFIRMED,1.0000
6768394,K02086.01,CONFIRMED,0.9830
6768394,K02086.02,CONFIRMED,0.9720
5211199,K02158.01,CONFIRMED,0.9440
8804455,K02159.01,CANDIDATE,0.8980
8804455,K02159.02,FALSE POSITIVE,0.0000
5546761,K02160.01,CONFIRMED,1.0000
5546761,K02160.02,CANDIDATE,
9205938,K02162.01,CONFIRMED,1.0000
10723367,K02236.01,CONFIRMED,1.0000
10723367,K02236.02,CONFIRMED,0.9590
5005121,K02237.01,CONFIRMED,0.9940
4833421,K00232.05,CONFIRMED,1.0000
8229458,K02238.01,CONFIRMED,0.9970
10684670,K02317.01,CONFIRMED,0.9960
11495458,K02318.01,CONFIRMED,1.0000
9003401,K02319.01,CONFIRMED,0.9980
5978559,K02321.01,CONFIRMED,0.9900
8872048,K02323.01,CANDIDATE,
7746958,K02324.01,CANDIDATE,1.0000
6768394,K02086.03,CONFIRMED,0.9510
6922710,K02087.01,CONFIRMED,0.9970
11348997,K02090.01,CONFIRMED,1.0000
5705819,K02091.01,CONFIRMED,1.0000
6696580,K02092.01,CONFIRMED,0.9810
11358389,K02163.01,CONFIRMED,0.9950
7204981,K02164.01,CONFIRMED,1.0000
3847907,K00229.01,CONFIRMED,1.0000
4370527,K02166.01,CONFIRMED,0.9970
6041734,K02167.01,CONFIRMED,1.0000
5125347,K02241.01,CONFIRMED,0.9840
9336200,K02242.01,CONFIRMED,0.9990
4770617,K02243.01,CONFIRMED,1.0000
4454934,K02245.01,CONFIRMED,1.0000
9458343,K02246.01,CONFIRMED,1.0000
7120108,K02325.01,CONFIRMED,1.0000
10730703,K02327.01,CONFIRMED,1.0000
8007644,K02328.01,CONFIRMED,0.4070
11192235,K02329.01,CONFIRMED,0.9490
6383785,K00239.01,CONFIRMED,1.0000
6696580,K02092.02,CONFIRMED,1.0000
6525946,K02093.01,CANDIDATE,0.9990
4249725,K00222.02,CONFIRMED,1.0000
8505920,K02094.01,CONFIRMED,0.9740
7918992,K02095.01,CONFIRMED,0.9980
6041734,K02167.02,CANDIDATE,
11308499,K02168.01,CONFIRMED,0.9930
11308499,K02168.02,CONFIRMED,1.0000
9006186,K02169.01,CONFIRMED,0.8970
9006186,K02169.02,CONFIRMED,0.9610
7802719,K02247.01,CONFIRMED,1.0000
11030475,K02248.01,CONFIRMED,0.8950
11030475,K02248.02,CANDIDATE,
11030475,K02248.03,CANDIDATE,0.9900
5023956,K00233.01,FALSE POSITIVE,0.0000
12401863,K02331.01,CONFIRMED,0.9890
5534941,K02332.01,CONFIRMED,0.9940
11121752,K02333.01,CONFIRMED,0.9700
11121752,K02333.02,CONFIRMED,0.9950
2990873,K02335.01,CONFIRMED,0.9930
9307509,K02096.01,CONFIRMED,0.9910
10158729,K02097.01,CONFIRMED,0.9190
6105462,K02098.01,CONFIRMED,0.8160
3120355,K02099.01,CONFIRMED,0.9950
6047072,K02100.01,CONFIRMED,0.9800
9006186,K02169.03,CONFIRMED,0.6490
9006186,K02169.04,CANDIDATE,0.9930
11410904,K02171.01,CONFIRMED,0.9960
5021737,K00026.01,FALSE POSITIVE,0.0000
3862246,K00230.01,FALSE POSITIVE,0.0000
4173026,K02172.01,CONFIRMED,1.0000
10471621,K02554.01,CANDIDATE,0.5820
10471621,K02554.02,CANDIDATE,0.9880
5350244,K02555.01,CONFIRMED,0.9910
5374403,K02556.01,CONFIRMED,0.9830
10925113,K02557.01,FALSE POSITIVE,0.0000
11769801,K02633.01,FALSE POSITIVE,0.0000
11752906,K00253.02,CONFIRMED,0.9930
1995519,K02634.01,CONFIRMED,0.9520
4914566,K02635.01,CONFIRMED,0.9910
6198182,K02636.01,CONFIRMED,0.9570
10024051,K02409.01,CONFIRMED,1.0000
8676038,K02410.01,FALSE POSITIVE,
4349452,K00244.01,CONFIRMED,1.0000
8676038,K02410.02,FALSE POSITIVE,
8073806,K02411.01,CONFIRMED,1.0000
10419312,K02412.01,FALSE POSITIVE,0.0000
3234598,K02413.01,CONFIRMED,1.0000
10453588,K02484.01,CONFIRMED,0.9390
11125613,K02485.01,CONFIRMED,0.9980
8074328,K02486.01,CANDIDATE,1.0000
7212184,K02487.01,CONFIRMED,0.9870
6956014,K00031.01,FALSE POSITIVE,0.0000
9757613,K00250.02,CONFIRMED,1.0000
5307858,K02558.01,FALSE POSITIVE,0.0000
6605493,K02559.01,CONFIRMED,1.0000
4670217,K02560.01,CANDIDATE,0.9990
7259298,K02561.01,CONFIRMED,1.0000
9574179,K02637.01,CANDIDATE,0.9930
6211812,K02638.01,CONFIRMED,0.9700
11391755,K02639.01,CANDIDATE,0.6510
11391755,K02639.02,CANDIDATE,
9088780,K02640.01,CANDIDATE,
8894646,K02641.01,CANDIDATE,1.0000
3234598,K02413.02,CONFIRMED,1.0000
8611832,K02414.01,CONFIRMED,0.9720
8611832,K02414.02,CONFIRMED,0.9730
5621586,K02415.01,CONFIRMED,1.0000
9210387,K02416.01,CONFIRMED,1.0000
11852982,K00247.01,CONFIRMED,1.0000
8559152,K02488.01,CONFIRMED,0.9740
2718778,K02489.01,CONFIRMED,0.9990
3122913,K02490.01,CONFIRMED,1.0000
9229657,K02491.01,CONFIRMED,1.0000
10415227,K02562.01,FALSE POSITIVE,0.0010
5175024,K02563.01,CONFIRMED,0.9930
9026749,K02564.01,CONFIRMED,0.9560
12216278,K02565.01,FALSE POSITIVE,0.0010
9159242,K02566.01,FALSE POSITIVE,0.0000
12061096,K02642.01,FALSE POSITIVE,
5794240,K00254.01,CONFIRMED,0.9990
6933567,K02643.01,CONFIRMED,0.9180
9993529,K02644.01,FALSE POSITIVE,0.0000
11303815,K02645.01,FALSE POSITIVE,0.0000
6044553,K02646.01,FALSE POSITIVE,0.0000
9654468,K02417.01,CONFIRMED,1.0000
4349452,K00244.02,CONFIRMED,1.0000
10027247,K02418.01,CONFIRMED,0.9370
6343170,K02419.01,CONFIRMED,0.9980
7107802,K02420.01,CONFIRMED,0.9960
11752632,K02492.01,CONFIRMED,1.0000
10028535,K02493.01,CONFIRMED,1.0000
7047207,K02494.01,CONFIRMED,1.0000
5212220,K02495.01,FALSE POSITIVE,0.0000
9964748,K02496.01,FALSE POSITIVE,0.0000
9842937,K02567.01,FALSE POSITIVE,0.0000
9757613,K00250.03,CONFIRMED,1.0000
8247770,K02569.01,CANDIDATE,0.4270
6867588,K02571.01,CANDIDATE,1.0000
7501646,K02572.01,CANDIDATE,1.0000
11962284,K02647.01,CONFIRMED,0.9990
2573056,K02648.01,FALSE POSITIVE,0.0000
6842682,K02649.01,CONFIRMED,0.9920
8890150,K02650.01,CONFIRMED,0.9850
8890150,K02650.02,CONFIRMED,0.9830
8838950,K02421.01,CANDIDATE,0.9110
11360805,K02422.01,CONFIRMED,1.0000
9845898,K02423.01,CONFIRMED,1.0000
12453581,K02424.01,CONFIRMED,0.9860
11922678,K02425.01,FALSE POSITIVE,0.0000
11179076,K02497.01,CONFIRMED,0.9850
5364071,K00248.01,CONFIRMED,1.0000
5959719,K02498.01,CONFIRMED,0.9220
5544903,K02499.01,FALSE POSITIVE,0.0000
5542983,K02501.01,FALSE POSITIVE,0.0000
8256453,K02573.01,FALSE POSITIVE,1.0000
9474493,K02574.01,FALSE POSITIVE,0.0000
4551663,K02576.01,FALSE POSITIVE,0.0000
12257999,K02577.01,CANDIDATE,1.0000
6922203,K02578.01,CANDIDATE,1.0000
11752908,K02651.01,FALSE POSITIVE,0.0000
7021681,K00255.01,CONFIRMED,1.0000
4346178,K02652.01,CONFIRMED,1.0000
9664142,K02654.01,CONFIRMED,0.9780
10018233,K02655.01,CONFIRMED,0.8940
8081899,K02426.01,CONFIRMED,0.9860
10189557,K02427.01,FALSE POSITIVE,0.0010
8478994,K00245.01,CONFIRMED,0.9970
9965184,K02428.01,FALSE POSITIVE,0.0000
9911882,K02429.01,FALSE POSITIVE,0.2800
8631504,K02503.01,CONFIRMED,1.0000
8110767,K02504.01,CONFIRMED,0.9600
5471574,K02505.01,FALSE POSITIVE,0.0000
6767840,K02506.01,CONFIRMED,1.0000
8379705,K02507.01,CONFIRMED,1.0000
9896018,K02579.01,CONFIRMED,0.9990
11037511,K02580.01,CONFIRMED,1.0000
9757613,K00250.04,CONFIRMED,0.9650
11818872,K02581.01,CONFIRMED,1.0000
11771430,K02582.01,CONFIRMED,0.9840
5513012,K02668.01,CONFIRMED,1.0000
11761199,K02669.01,FALSE POSITIVE,0.0000
8074805,K02670.01,FALSE POSITIVE,0.0000
2437505,K02671.01,CANDIDATE,0.0000
2437505,K02671.02,FALSE POSITIVE,
11253827,K02672.01,CONFIRMED,0.8200
3533469,K02430.01,FALSE POSITIVE,0.3870
8956706,K02431.01,FALSE POSITIVE,
7047363,K02432.01,CONFIRMED,1.0000
11968463,K02433.01,CONFIRMED,0.9820
11968463,K02433.02,CONFIRMED,1.0000
8836888,K02508.01,CANDIDATE,0.2940
9880190,K02509.01,CONFIRMED,0.9760
5364071,K00248.02,CONFIRMED,1.0000
5392702,K02510.01,FALSE POSITIVE,0.0000
8429566,K02511.01,FALSE POSITIVE,0.0000
10387742,K02583.01,CONFIRMED,0.9980
7673841,K02585.01,CONFIRMED,0.9890
9827149,K02586.01,CONFIRMED,1.0000
5546691,K02587.01,CONFIRMED,0.9990
12156347,K02588.01,CONFIRMED,1.0000
8636539,K02656.01,CANDIDATE,0.9900
9283156,K02657.01,CANDIDATE,1.0000
8547429,K02658.01,CONFIRMED,0.9950
8803882,K02659.01,FALSE POSITIVE,0.0540
9893318,K02660.01,CONFIRMED,1.0000
6864885,K02434.01,FALSE POSITIVE,0.0000
5097868,K02435.01,FALSE POSITIVE,1.0000
8570333,K02436.01,CONFIRMED,0.9820
8478994,K00245.02,CONFIRMED,1.0000
5036705,K02437.01,CONFIRMED,0.9870
9574158,K02512.01,CANDIDATE,1.0000
9653622,K02513.01,CONFIRMED,1.0000
4391348,K02514.01,FALSE POSITIVE,0.0000
7294743,K02516.01,CANDIDATE,0.9920
8947520,K02517.01,CONFIRMED,0.9800
10468885,K02589.01,CONFIRMED,1.0000
12016267,K02590.01,FALSE POSITIVE,
6765135,K02592.01,CANDIDATE,0.9940
3861595,K00004.01,CONFIRMED,1.0000
5725087,K00033.01,FALSE POSITIVE,0.0000
10489206,K00251.01,CONFIRMED,1.0000
3426367,K02662.01,CONFIRMED,1.0000
5562090,K02664.01,CONFIRMED,0.9980
11548140,K00256.01,FALSE POSITIVE,0.0000
12110786,K02665.01,FALSE POSITIVE,0.0000
5342061,K02666.01,CANDIDATE,0.9890
3654095,K02667.01,FALSE POSITIVE,0.0000
5078939,K02438.01,FALSE POSITIVE,0.0000
6867555,K02439.01,CONFIRMED,1.0000
5339567,K02440.01,CONFIRMED,0.9840
4459924,K02441.01,FALSE POSITIVE,0.0000
11080405,K02442.01,CONFIRMED,0.9990
5529738,K02518.01,FALSE POSITIVE,0.0000
4047631,K02519.01,CANDIDATE,1.0000
10059645,K02520.01,CONFIRMED,0.9650
5364071,K00248.03,CONFIRMED,1.0000
7183745,K02521.01,CONFIRMED,1.0000
8212002,K02593.01,CONFIRMED,1.0000
8004903,K02594.01,CONFIRMED,0.9930
8883329,K02595.01,CONFIRMED,0.9930
8883329,K02595.02,CONFIRMED,0.9320
3644653,K02596.01,FALSE POSITIVE,0.0000
11253827,K02672.02,CONFIRMED,1.0000
5514383,K00257.01,CONFIRMED,1.0000
10747445,K02673.01,FALSE POSITIVE,0.0030
8022489,K02674.01,CONFIRMED,0.9890
8022489,K02674.02,CONFIRMED,0.9860
8022489,K02674.03,CONFIRMED,0.9990
9209624,K02443.01,CONFIRMED,0.9960
9209624,K02443.02,CONFIRMED,0.9910
3354846,K02444.01,CONFIRMED,0.9950
6516185,K02445.01,CANDIDATE,0.9890
8478994,K00245.03,CONFIRMED,
3946023,K02447.01,FALSE POSITIVE,0.0000
7183745,K02521.02,CONFIRMED,0.9430
9177629,K02522.01,CONFIRMED,1.0000
7778767,K02523.01,CONFIRMED,0.9980
7515762,K02524.01,CONFIRMED,0.9510
5942949,K02525.01,CONFIRMED,0.8330
12120307,K02597.01,CONFIRMED,0.9960
12120307,K02597.02,CONFIRMED,0.9690
12120307,K02597.03,CONFIRMED,0.9990
7446631,K02598.01,CANDIDATE,1.0000
9777251,K02600.01,FALSE POSITIVE,0.0000
6864893,K02375.01,FALSE POSITIVE,0.0000
11701407,K02376.01,CONFIRMED,0.9420
5906426,K02377.01,CANDIDATE,0.8930
11288051,K00241.03,CONFIRMED,1.0000
10813132,K02378.01,CONFIRMED,0.8360
5857540,K02448.01,CONFIRMED,1.0000
12208631,K02449.01,CANDIDATE,1.0000
7289317,K02450.01,CONFIRMED,0.9680
6500206,K02451.01,FALSE POSITIVE,0.0000
5545815,K02452.01,FALSE POSITIVE,0.0100
3116302,K02526.01,FALSE POSITIVE,
7879433,K02527.01,CONFIRMED,0.9820
9205907,K02528.01,CONFIRMED,0.9970
8463346,K02529.01,CONFIRMED,0.9820
5364071,K00248.04,CONFIRMED,0.9990
10489206,K00251.02,CONFIRMED,0.9970
7531677,K02601.01,FALSE POSITIVE,0.4240
10068659,K02602.01,CONFIRMED,0.9930
2443393,K02603.01,CANDIDATE,0.8840
9019191,K02604.01,CANDIDATE,0.7420
9718379,K02379.01,FALSE POSITIVE,0.0000
3002478,K02380.01,CANDIDATE,0.9990
4055774,K02381.01,FALSE POSITIVE,0.0000
6670075,K02382.01,FALSE POSITIVE,0.0000
9395024,K02383.01,CONFIRMED,0.9980
8631751,K02453.01,CANDIDATE,1.0000
11401822,K02454.01,FALSE POSITIVE,0.0000
6507427,K02455.01,FALSE POSITIVE,0.0000
5521300,K02456.01,FALSE POSITIVE,0.0000
8478994,K00245.04,CONFIRMED,
9753154,K02457.01,CONFIRMED,0.9990
9011825,K02530.01,CONFIRMED,0.9960
4172746,K02531.01,CANDIDATE,0.9960
5174858,K02532.01,CONFIRMED,0.9980
11074835,K02533.01,CONFIRMED,0.9500
1996180,K02534.01,CONFIRMED,0.9990
10407221,K02605.01,FALSE POSITIVE,0.0000
5991936,K02606.01,FALSE POSITIVE,
5095635,K02607.01,CANDIDATE,1.0000
6269070,K02608.01,CONFIRMED,0.9850
6705137,K02609.01,FALSE POSITIVE,0.0000
12254688,K02384.01,CANDIDATE,0.0150
8345172,K02385.01,FALSE POSITIVE,0.0000
4172013,K02386.01,CANDIDATE,1.0000
12254378,K02387.01,CONFIRMED,0.9990
4247791,K00028.01,FALSE POSITIVE,0.0000
7604328,K02458.01,CONFIRMED,0.9980
11236244,K02460.01,CONFIRMED,0.9560
9837685,K02461.01,CONFIRMED,1.0000
5042210,K02462.01,CONFIRMED,0.9960
12454461,K02463.01,CONFIRMED,0.7430
1996180,K02534.02,CANDIDATE,0.9220
9635606,K02535.01,CONFIRMED,0.9990
3728701,K02536.01,CONFIRMED,0.8830
10861715,K02537.01,FALSE POSITIVE,
1849702,K02538.01,CONFIRMED,1.0000
9390653,K00249.01,CONFIRMED,1.0000
2305866,K02610.01,CANDIDATE,0.9660
11187837,K00252.01,CONFIRMED,1.0000
8885673,K02611.01,FALSE POSITIVE,0.0010
9712350,K02613.01,CANDIDATE,0.9890
8025596,K02615.01,CONFIRMED,0.9970
5956787,K02616.01,FALSE POSITIVE,0.0000
3642741,K00242.01,FALSE POSITIVE,1.0000
12071037,K02388.01,FALSE POSITIVE,0.0000
8494617,K02389.01,CONFIRMED,0.9930
10289119,K02390.01,CONFIRMED,0.9900
7382313,K02392.01,CONFIRMED,0.9750
9887224,K02464.01,FALSE POSITIVE,0.0000
7542369,K02465.01,FALSE POSITIVE,0.0000
8544992,K02466.01,CONFIRMED,0.9970
8544992,K02466.02,CONFIRMED,0.9400
11295426,K00246.01,CONFIRMED,1.0000
7289162,K02539.01,FALSE POSITIVE,0.0000
3001885,K02540.01,FALSE POSITIVE,0.0000
12306058,K02541.01,CONFIRMED,0.8680
6183511,K02542.01,CONFIRMED,0.9580
12469800,K02543.01,CONFIRMED,1.0000
4915638,K02617.01,CONFIRMED,1.0000
6351097,K02618.01,FALSE POSITIVE,0.0000
8081905,K02619.01,CONFIRMED,1.0000
11465950,K02620.01,CONFIRMED,1.0000
9996632,K02621.01,FALSE POSITIVE,0.2740
4665571,K02393.01,CONFIRMED,1.0000
4829935,K02395.01,FALSE POSITIVE,0.0000
9269042,K02397.01,CONFIRMED,0.9970
6199056,K02398.01,FALSE POSITIVE,0.9970
11461433,K02399.01,CONFIRMED,0.9970
11818607,K02467.01,CONFIRMED,1.0000
8380709,K02468.01,CONFIRMED,0.9970
6149910,K02469.01,CONFIRMED,1.0000
9108085,K02470.01,FALSE POSITIVE,0.0000
5436013,K02471.01,CONFIRMED,1.0000
8676148,K02544.01,CONFIRMED,1.0000
9696358,K02545.01,CONFIRMED,0.7390
5039129,K02546.01,FALSE POSITIVE,0.0000
4484336,K02547.01,CONFIRMED,0.9220
9580167,K02548.01,CANDIDATE,1.0000
9757613,K00250.01,CONFIRMED,1.0000
10527135,K02622.01,FALSE POSITIVE,0.0000
11752906,K00253.01,CONFIRMED,1.0000
10916600,K02623.01,CONFIRMED,0.9940
8429314,K02624.01,CONFIRMED,0.9970
9153570,K02625.01,CONFIRMED,0.9500
11768142,K02626.01,CONFIRMED,0.9990
7984574,K02400.01,CANDIDATE,1.0000
9592579,K00243.01,FALSE POSITIVE,0.0000
10336951,K02401.01,CANDIDATE,0.9960
8481129,K02402.01,CONFIRMED,0.9920
2142522,K02403.01,CONFIRMED,0.7570
9395719,K02472.01,CONFIRMED,1.0000
8753896,K02473.01,CONFIRMED,1.0000
8240617,K02474.01,CANDIDATE,
8746295,K02475.01,FALSE POSITIVE,0.0000
10090257,K02476.01,FALSE POSITIVE,0.0000
11295426,K00246.02,CONFIRMED,1.0000
10679583,K02549.01,FALSE POSITIVE,0.0150
11622985,K02550.01,CANDIDATE,1.0000
11361283,K02551.01,CANDIDATE,0.9970
8757824,K02552.01,CONFIRMED,0.9980
9832208,K02553.01,CONFIRMED,0.7170
6124512,K02627.01,CONFIRMED,0.9960
10070468,K02628.01,CONFIRMED,0.9980
10031656,K02629.01,FALSE POSITIVE,0.0000
7584650,K02631.01,CONFIRMED,0.9100
11337566,K02632.01,CONFIRMED,1.0000
6364215,K02404.01,CANDIDATE,0.9720
10202759,K02405.01,FALSE POSITIVE,0.0000
5007345,K02406.01,CONFIRMED,1.0000
12120484,K02407.01,CONFIRMED,0.9930
6429812,K02408.01,CONFIRMED,0.9980
6846911,K02477.01,CONFIRMED,0.9980
5385439,K02478.01,FALSE POSITIVE,0.0000
5963582,K02479.01,CONFIRMED,0.9470
4476423,K02481.01,FALSE POSITIVE,
11403389,K02482.01,CONFIRMED,1.0000
9851662,K02483.01,CONFIRMED,0.9950
6467363,K02840.01,CANDIDATE,0.9950
6467363,K02840.02,CANDIDATE,1.0000
